filepath,label
Fake faces/fake_3015.png,0
Fake faces/fake_9278.png,0
Fake faces/fake_8651.png,0
Fake faces/fake_9370.png,0
Real faces/real_7853.png,1
Fake faces/fake_1639.png,0
Fake faces/fake_1270.png,0
Real faces/real_1780.png,1
Fake faces/fake_236.png,0
Real faces/real_3111.png,1
Real faces/real_9924.png,1
Fake faces/fake_8972.png,0
Fake faces/fake_3644.png,0
Fake faces/fake_249.png,0
Fake faces/fake_5615.png,0
Real faces/real_180.png,1
Real faces/real_4427.png,1
Fake faces/fake_7234.png,0
Fake faces/fake_8099.png,0
Real faces/real_2422.png,1
Real faces/real_2258.png,1
Fake faces/fake_4635.png,0
Real faces/real_558.png,1
Fake faces/fake_6546.png,0
Fake faces/fake_7057.png,0
Real faces/real_1442.png,1
Real faces/real_2396.png,1
Fake faces/fake_9438.png,0
Fake faces/fake_9883.png,0
Fake faces/fake_1970.png,0
Real faces/real_7290.png,1
Fake faces/fake_8790.png,0
Real faces/real_8433.png,1
Real faces/real_8521.png,1
Fake faces/fake_2784.png,0
Real faces/real_7112.png,1
Real faces/real_4206.png,1
Real faces/real_254.png,1
Real faces/real_3888.png,1
Real faces/real_2136.png,1
Real faces/real_5501.png,1
Real faces/real_3671.png,1
Real faces/real_1491.png,1
Fake faces/fake_5914.png,0
Fake faces/fake_1584.png,0
Real faces/real_3487.png,1
Real faces/real_897.png,1
Fake faces/fake_662.png,0
Fake faces/fake_6624.png,0
Fake faces/fake_1808.png,0
Fake faces/fake_4441.png,0
Fake faces/fake_1784.png,0
Fake faces/fake_2439.png,0
Fake faces/fake_7265.png,0
Real faces/real_9543.png,1
Real faces/real_1911.png,1
Fake faces/fake_5882.png,0
Real faces/real_995.png,1
Fake faces/fake_5075.png,0
Real faces/real_7216.png,1
Fake faces/fake_8467.png,0
Fake faces/fake_4144.png,0
Fake faces/fake_3670.png,0
Fake faces/fake_4999.png,0
Fake faces/fake_941.png,0
Real faces/real_6275.png,1
Fake faces/fake_9193.png,0
Fake faces/fake_9240.png,0
Fake faces/fake_9336.png,0
Fake faces/fake_3296.png,0
Real faces/real_3576.png,1
Fake faces/fake_9777.png,0
Fake faces/fake_8132.png,0
Fake faces/fake_7449.png,0
Fake faces/fake_4557.png,0
Fake faces/fake_732.png,0
Fake faces/fake_447.png,0
Real faces/real_7661.png,1
Fake faces/fake_824.png,0
Real faces/real_8779.png,1
Real faces/real_7484.png,1
Fake faces/fake_5890.png,0
Real faces/real_5751.png,1
Fake faces/fake_1922.png,0
Fake faces/fake_5949.png,0
Fake faces/fake_2595.png,0
Real faces/real_8587.png,1
Real faces/real_7943.png,1
Real faces/real_763.png,1
Fake faces/fake_3811.png,0
Real faces/real_773.png,1
Real faces/real_5112.png,1
Real faces/real_4242.png,1
Real faces/real_9812.png,1
Real faces/real_4037.png,1
Fake faces/fake_1723.png,0
Fake faces/fake_606.png,0
Real faces/real_1989.png,1
Real faces/real_8767.png,1
Real faces/real_2603.png,1
Real faces/real_7788.png,1
Fake faces/fake_6031.png,0
Fake faces/fake_8771.png,0
Real faces/real_1107.png,1
Real faces/real_7156.png,1
Fake faces/fake_405.png,0
Real faces/real_1994.png,1
Fake faces/fake_6133.png,0
Fake faces/fake_81.png,0
Fake faces/fake_2682.png,0
Fake faces/fake_5462.png,0
Fake faces/fake_3950.png,0
Real faces/real_3712.png,1
Real faces/real_6849.png,1
Fake faces/fake_7795.png,0
Real faces/real_7327.png,1
Real faces/real_8089.png,1
Fake faces/fake_7633.png,0
Real faces/real_5314.png,1
Real faces/real_6478.png,1
Real faces/real_4952.png,1
Real faces/real_4478.png,1
Real faces/real_1040.png,1
Fake faces/fake_5388.png,0
Real faces/real_6438.png,1
Fake faces/fake_3983.png,0
Real faces/real_9057.png,1
Fake faces/fake_3138.png,0
Real faces/real_9381.png,1
Fake faces/fake_8838.png,0
Fake faces/fake_3777.png,0
Fake faces/fake_1257.png,0
Real faces/real_3681.png,1
Fake faces/fake_9116.png,0
Fake faces/fake_5284.png,0
Fake faces/fake_7836.png,0
Real faces/real_6351.png,1
Fake faces/fake_7558.png,0
Fake faces/fake_7113.png,0
Fake faces/fake_7809.png,0
Real faces/real_632.png,1
Real faces/real_163.png,1
Real faces/real_7383.png,1
Fake faces/fake_9218.png,0
Fake faces/fake_8983.png,0
Fake faces/fake_6889.png,0
Real faces/real_5115.png,1
Real faces/real_2241.png,1
Real faces/real_8426.png,1
Real faces/real_6885.png,1
Fake faces/fake_9452.png,0
Fake faces/fake_9834.png,0
Fake faces/fake_9004.png,0
Real faces/real_8855.png,1
Fake faces/fake_1930.png,0
Real faces/real_1064.png,1
Fake faces/fake_637.png,0
Fake faces/fake_4667.png,0
Real faces/real_9206.png,1
Fake faces/fake_8542.png,0
Fake faces/fake_8471.png,0
Real faces/real_9115.png,1
Real faces/real_5031.png,1
Fake faces/fake_2486.png,0
Fake faces/fake_935.png,0
Fake faces/fake_8539.png,0
Fake faces/fake_9349.png,0
Real faces/real_2576.png,1
Real faces/real_8014.png,1
Fake faces/fake_5562.png,0
Fake faces/fake_5764.png,0
Fake faces/fake_9915.png,0
Fake faces/fake_6126.png,0
Fake faces/fake_5254.png,0
Real faces/real_986.png,1
Fake faces/fake_5436.png,0
Real faces/real_2308.png,1
Fake faces/fake_9539.png,0
Fake faces/fake_202.png,0
Real faces/real_7495.png,1
Fake faces/fake_175.png,0
Fake faces/fake_8162.png,0
Fake faces/fake_7903.png,0
Fake faces/fake_5317.png,0
Real faces/real_7901.png,1
Fake faces/fake_6625.png,0
Fake faces/fake_7899.png,0
Real faces/real_903.png,1
Real faces/real_3869.png,1
Fake faces/fake_9118.png,0
Fake faces/fake_743.png,0
Real faces/real_1291.png,1
Fake faces/fake_4937.png,0
Fake faces/fake_1296.png,0
Real faces/real_1733.png,1
Fake faces/fake_6206.png,0
Fake faces/fake_6307.png,0
Real faces/real_8640.png,1
Fake faces/fake_6145.png,0
Fake faces/fake_8264.png,0
Real faces/real_8181.png,1
Real faces/real_3375.png,1
Fake faces/fake_3647.png,0
Real faces/real_6868.png,1
Fake faces/fake_4371.png,0
Real faces/real_3387.png,1
Fake faces/fake_2120.png,0
Fake faces/fake_839.png,0
Fake faces/fake_7748.png,0
Real faces/real_5668.png,1
Real faces/real_6209.png,1
Real faces/real_3023.png,1
Real faces/real_187.png,1
Real faces/real_6226.png,1
Real faces/real_7682.png,1
Fake faces/fake_2220.png,0
Real faces/real_150.png,1
Real faces/real_2236.png,1
Fake faces/fake_464.png,0
Real faces/real_6915.png,1
Fake faces/fake_51.png,0
Fake faces/fake_2132.png,0
Real faces/real_5289.png,1
Fake faces/fake_6336.png,0
Real faces/real_5543.png,1
Fake faces/fake_4548.png,0
Fake faces/fake_9086.png,0
Real faces/real_2775.png,1
Fake faces/fake_7887.png,0
Fake faces/fake_9852.png,0
Real faces/real_1781.png,1
Fake faces/fake_234.png,0
Fake faces/fake_3808.png,0
Fake faces/fake_8768.png,0
Fake faces/fake_8442.png,0
Real faces/real_3303.png,1
Fake faces/fake_1441.png,0
Fake faces/fake_9836.png,0
Fake faces/fake_7035.png,0
Fake faces/fake_6143.png,0
Fake faces/fake_6695.png,0
Real faces/real_9429.png,1
Real faces/real_6197.png,1
Fake faces/fake_2454.png,0
Fake faces/fake_1553.png,0
Fake faces/fake_6025.png,0
Fake faces/fake_1277.png,0
Fake faces/fake_4037.png,0
Fake faces/fake_6699.png,0
Fake faces/fake_598.png,0
Fake faces/fake_3342.png,0
Real faces/real_1876.png,1
Fake faces/fake_2814.png,0
Real faces/real_5883.png,1
Real faces/real_8053.png,1
Fake faces/fake_7604.png,0
Real faces/real_6323.png,1
Real faces/real_1637.png,1
Real faces/real_7555.png,1
Real faces/real_6335.png,1
Real faces/real_8327.png,1
Real faces/real_2543.png,1
Real faces/real_278.png,1
Fake faces/fake_6097.png,0
Fake faces/fake_8401.png,0
Real faces/real_8120.png,1
Real faces/real_6811.png,1
Fake faces/fake_9876.png,0
Real faces/real_2577.png,1
Fake faces/fake_4386.png,0
Real faces/real_614.png,1
Fake faces/fake_2140.png,0
Fake faces/fake_5673.png,0
Fake faces/fake_8195.png,0
Fake faces/fake_1908.png,0
Fake faces/fake_2245.png,0
Real faces/real_1157.png,1
Real faces/real_2767.png,1
Real faces/real_5638.png,1
Real faces/real_391.png,1
Fake faces/fake_3475.png,0
Real faces/real_4257.png,1
Fake faces/fake_2770.png,0
Real faces/real_4272.png,1
Real faces/real_6727.png,1
Fake faces/fake_3657.png,0
Fake faces/fake_284.png,0
Real faces/real_7406.png,1
Real faces/real_9661.png,1
Fake faces/fake_7583.png,0
Fake faces/fake_6998.png,0
Fake faces/fake_517.png,0
Real faces/real_3555.png,1
Fake faces/fake_3530.png,0
Fake faces/fake_1126.png,0
Real faces/real_7790.png,1
Fake faces/fake_8545.png,0
Fake faces/fake_9112.png,0
Fake faces/fake_3827.png,0
Fake faces/fake_6894.png,0
Fake faces/fake_3743.png,0
Fake faces/fake_7648.png,0
Fake faces/fake_86.png,0
Real faces/real_282.png,1
Fake faces/fake_455.png,0
Real faces/real_5856.png,1
Fake faces/fake_1025.png,0
Real faces/real_8403.png,1
Real faces/real_1290.png,1
Fake faces/fake_1236.png,0
Real faces/real_5077.png,1
Real faces/real_2726.png,1
Fake faces/fake_491.png,0
Fake faces/fake_7314.png,0
Real faces/real_3142.png,1
Real faces/real_9646.png,1
Fake faces/fake_9028.png,0
Fake faces/fake_7510.png,0
Real faces/real_5608.png,1
Real faces/real_8780.png,1
Real faces/real_3279.png,1
Fake faces/fake_5512.png,0
Fake faces/fake_321.png,0
Fake faces/fake_753.png,0
Real faces/real_3720.png,1
Real faces/real_6064.png,1
Fake faces/fake_2433.png,0
Real faces/real_6419.png,1
Fake faces/fake_3412.png,0
Real faces/real_7249.png,1
Real faces/real_2589.png,1
Fake faces/fake_1202.png,0
Fake faces/fake_2767.png,0
Real faces/real_7723.png,1
Real faces/real_2043.png,1
Real faces/real_348.png,1
Fake faces/fake_2908.png,0
Real faces/real_6024.png,1
Real faces/real_173.png,1
Real faces/real_8369.png,1
Fake faces/fake_2010.png,0
Real faces/real_7123.png,1
Fake faces/fake_4147.png,0
Real faces/real_1706.png,1
Fake faces/fake_5728.png,0
Fake faces/fake_4760.png,0
Fake faces/fake_3863.png,0
Fake faces/fake_9790.png,0
Fake faces/fake_6892.png,0
Fake faces/fake_1838.png,0
Real faces/real_9953.png,1
Real faces/real_1158.png,1
Real faces/real_4315.png,1
Fake faces/fake_7389.png,0
Fake faces/fake_8805.png,0
Real faces/real_2934.png,1
Fake faces/fake_2197.png,0
Real faces/real_5905.png,1
Real faces/real_862.png,1
Fake faces/fake_8950.png,0
Fake faces/fake_1554.png,0
Real faces/real_8452.png,1
Real faces/real_9657.png,1
Real faces/real_6661.png,1
Fake faces/fake_7466.png,0
Real faces/real_8185.png,1
Fake faces/fake_5054.png,0
Fake faces/fake_5074.png,0
Fake faces/fake_542.png,0
Fake faces/fake_4625.png,0
Real faces/real_894.png,1
Fake faces/fake_3859.png,0
Fake faces/fake_3960.png,0
Real faces/real_9947.png,1
Fake faces/fake_1815.png,0
Fake faces/fake_5836.png,0
Real faces/real_1295.png,1
Fake faces/fake_1006.png,0
Real faces/real_4196.png,1
Real faces/real_1014.png,1
Fake faces/fake_3054.png,0
Fake faces/fake_1940.png,0
Fake faces/fake_7121.png,0
Real faces/real_7073.png,1
Fake faces/fake_9649.png,0
Fake faces/fake_7023.png,0
Real faces/real_4508.png,1
Fake faces/fake_3141.png,0
Fake faces/fake_8995.png,0
Real faces/real_510.png,1
Real faces/real_7100.png,1
Fake faces/fake_5393.png,0
Real faces/real_5838.png,1
Fake faces/fake_2867.png,0
Real faces/real_412.png,1
Real faces/real_3077.png,1
Fake faces/fake_9431.png,0
Fake faces/fake_2267.png,0
Fake faces/fake_2226.png,0
Fake faces/fake_8169.png,0
Fake faces/fake_5275.png,0
Real faces/real_7850.png,1
Fake faces/fake_2726.png,0
Fake faces/fake_5291.png,0
Fake faces/fake_3076.png,0
Fake faces/fake_2723.png,0
Fake faces/fake_5292.png,0
Fake faces/fake_9524.png,0
Real faces/real_1091.png,1
Real faces/real_1177.png,1
Real faces/real_4633.png,1
Fake faces/fake_3092.png,0
Fake faces/fake_6731.png,0
Fake faces/fake_2618.png,0
Fake faces/fake_9652.png,0
Real faces/real_2653.png,1
Real faces/real_4387.png,1
Real faces/real_7329.png,1
Real faces/real_8690.png,1
Real faces/real_4519.png,1
Fake faces/fake_1015.png,0
Fake faces/fake_7544.png,0
Real faces/real_8929.png,1
Real faces/real_8.png,1
Fake faces/fake_6995.png,0
Fake faces/fake_8108.png,0
Fake faces/fake_6702.png,0
Real faces/real_4103.png,1
Fake faces/fake_3300.png,0
Fake faces/fake_8588.png,0
Fake faces/fake_6223.png,0
Real faces/real_738.png,1
Real faces/real_7957.png,1
Real faces/real_8384.png,1
Real faces/real_8997.png,1
Real faces/real_570.png,1
Real faces/real_2301.png,1
Real faces/real_4791.png,1
Real faces/real_8281.png,1
Real faces/real_622.png,1
Real faces/real_7587.png,1
Fake faces/fake_9390.png,0
Fake faces/fake_6667.png,0
Fake faces/fake_4395.png,0
Fake faces/fake_3825.png,0
Real faces/real_5964.png,1
Real faces/real_1529.png,1
Fake faces/fake_4256.png,0
Real faces/real_399.png,1
Fake faces/fake_1150.png,0
Fake faces/fake_5902.png,0
Real faces/real_9479.png,1
Real faces/real_8379.png,1
Fake faces/fake_799.png,0
Fake faces/fake_6666.png,0
Fake faces/fake_8163.png,0
Fake faces/fake_190.png,0
Fake faces/fake_9400.png,0
Real faces/real_2619.png,1
Real faces/real_7195.png,1
Real faces/real_9078.png,1
Fake faces/fake_3039.png,0
Fake faces/fake_2007.png,0
Real faces/real_8761.png,1
Real faces/real_5328.png,1
Real faces/real_6281.png,1
Real faces/real_526.png,1
Fake faces/fake_9823.png,0
Real faces/real_6822.png,1
Real faces/real_9465.png,1
Real faces/real_4650.png,1
Real faces/real_3621.png,1
Fake faces/fake_9664.png,0
Real faces/real_2194.png,1
Real faces/real_1032.png,1
Fake faces/fake_4002.png,0
Real faces/real_5104.png,1
Real faces/real_6325.png,1
Real faces/real_9612.png,1
Fake faces/fake_537.png,0
Real faces/real_165.png,1
Real faces/real_8931.png,1
Fake faces/fake_4678.png,0
Real faces/real_5536.png,1
Fake faces/fake_3516.png,0
Fake faces/fake_6060.png,0
Real faces/real_164.png,1
Fake faces/fake_1985.png,0
Real faces/real_560.png,1
Real faces/real_2794.png,1
Real faces/real_4597.png,1
Fake faces/fake_2124.png,0
Real faces/real_9561.png,1
Real faces/real_9524.png,1
Real faces/real_500.png,1
Fake faces/fake_1802.png,0
Real faces/real_8078.png,1
Real faces/real_6196.png,1
Real faces/real_5878.png,1
Real faces/real_451.png,1
Fake faces/fake_5120.png,0
Real faces/real_5890.png,1
Real faces/real_6493.png,1
Fake faces/fake_2361.png,0
Fake faces/fake_4135.png,0
Real faces/real_9844.png,1
Fake faces/fake_8717.png,0
Fake faces/fake_4909.png,0
Fake faces/fake_3819.png,0
Fake faces/fake_6222.png,0
Fake faces/fake_7215.png,0
Real faces/real_9564.png,1
Real faces/real_4749.png,1
Real faces/real_1928.png,1
Fake faces/fake_2987.png,0
Real faces/real_8730.png,1
Real faces/real_7354.png,1
Fake faces/fake_6086.png,0
Real faces/real_5759.png,1
Real faces/real_5807.png,1
Real faces/real_793.png,1
Fake faces/fake_1414.png,0
Fake faces/fake_3695.png,0
Real faces/real_692.png,1
Fake faces/fake_7784.png,0
Real faces/real_1761.png,1
Real faces/real_3983.png,1
Real faces/real_3087.png,1
Fake faces/fake_9213.png,0
Real faces/real_3715.png,1
Real faces/real_189.png,1
Real faces/real_9640.png,1
Real faces/real_1254.png,1
Real faces/real_4372.png,1
Fake faces/fake_8835.png,0
Real faces/real_3539.png,1
Fake faces/fake_4849.png,0
Fake faces/fake_8001.png,0
Real faces/real_1524.png,1
Fake faces/fake_8281.png,0
Fake faces/fake_5392.png,0
Fake faces/fake_213.png,0
Real faces/real_9910.png,1
Fake faces/fake_479.png,0
Real faces/real_4035.png,1
Real faces/real_9882.png,1
Fake faces/fake_7380.png,0
Fake faces/fake_833.png,0
Real faces/real_4428.png,1
Fake faces/fake_1080.png,0
Real faces/real_1101.png,1
Real faces/real_3623.png,1
Fake faces/fake_7403.png,0
Fake faces/fake_1724.png,0
Real faces/real_9513.png,1
Fake faces/fake_2606.png,0
Fake faces/fake_5276.png,0
Fake faces/fake_2208.png,0
Real faces/real_9796.png,1
Fake faces/fake_4813.png,0
Real faces/real_6032.png,1
Real faces/real_8447.png,1
Real faces/real_8622.png,1
Fake faces/fake_1254.png,0
Fake faces/fake_4757.png,0
Fake faces/fake_6116.png,0
Real faces/real_9726.png,1
Fake faces/fake_3404.png,0
Real faces/real_7717.png,1
Fake faces/fake_1521.png,0
Fake faces/fake_2957.png,0
Fake faces/fake_1231.png,0
Fake faces/fake_5630.png,0
Fake faces/fake_9122.png,0
Fake faces/fake_3627.png,0
Real faces/real_9226.png,1
Real faces/real_6565.png,1
Real faces/real_2772.png,1
Real faces/real_4750.png,1
Real faces/real_4585.png,1
Fake faces/fake_4703.png,0
Fake faces/fake_8524.png,0
Fake faces/fake_4718.png,0
Fake faces/fake_3047.png,0
Fake faces/fake_8959.png,0
Fake faces/fake_5923.png,0
Real faces/real_7061.png,1
Real faces/real_5393.png,1
Real faces/real_2068.png,1
Fake faces/fake_2043.png,0
Real faces/real_2.png,1
Fake faces/fake_9654.png,0
Fake faces/fake_7936.png,0
Real faces/real_2869.png,1
Fake faces/fake_7796.png,0
Fake faces/fake_7500.png,0
Real faces/real_4672.png,1
Fake faces/fake_6884.png,0
Fake faces/fake_7972.png,0
Fake faces/fake_3124.png,0
Fake faces/fake_6574.png,0
Real faces/real_6839.png,1
Real faces/real_9584.png,1
Fake faces/fake_4300.png,0
Fake faces/fake_4182.png,0
Fake faces/fake_9331.png,0
Fake faces/fake_2379.png,0
Real faces/real_1503.png,1
Fake faces/fake_2178.png,0
Fake faces/fake_3045.png,0
Real faces/real_7464.png,1
Real faces/real_420.png,1
Real faces/real_13.png,1
Real faces/real_9017.png,1
Real faces/real_2333.png,1
Real faces/real_225.png,1
Real faces/real_8796.png,1
Fake faces/fake_2900.png,0
Fake faces/fake_1280.png,0
Real faces/real_6512.png,1
Fake faces/fake_2148.png,0
Fake faces/fake_5192.png,0
Fake faces/fake_2261.png,0
Real faces/real_4234.png,1
Real faces/real_8750.png,1
Real faces/real_1554.png,1
Fake faces/fake_8868.png,0
Real faces/real_3805.png,1
Fake faces/fake_7274.png,0
Fake faces/fake_2968.png,0
Fake faces/fake_6778.png,0
Fake faces/fake_3919.png,0
Fake faces/fake_6783.png,0
Real faces/real_7074.png,1
Fake faces/fake_6940.png,0
Real faces/real_8705.png,1
Real faces/real_2890.png,1
Fake faces/fake_7549.png,0
Real faces/real_9308.png,1
Fake faces/fake_9821.png,0
Real faces/real_2304.png,1
Real faces/real_1860.png,1
Fake faces/fake_8856.png,0
Fake faces/fake_1258.png,0
Real faces/real_9162.png,1
Fake faces/fake_8343.png,0
Fake faces/fake_4411.png,0
Real faces/real_3842.png,1
Real faces/real_6787.png,1
Real faces/real_6057.png,1
Real faces/real_5082.png,1
Real faces/real_6561.png,1
Real faces/real_162.png,1
Fake faces/fake_9548.png,0
Fake faces/fake_8978.png,0
Fake faces/fake_5704.png,0
Fake faces/fake_3769.png,0
Fake faces/fake_1754.png,0
Real faces/real_6242.png,1
Fake faces/fake_4503.png,0
Real faces/real_1042.png,1
Real faces/real_6862.png,1
Real faces/real_3863.png,1
Real faces/real_3479.png,1
Real faces/real_6624.png,1
Fake faces/fake_3527.png,0
Real faces/real_9489.png,1
Fake faces/fake_3467.png,0
Fake faces/fake_9401.png,0
Fake faces/fake_6511.png,0
Fake faces/fake_9740.png,0
Fake faces/fake_6148.png,0
Fake faces/fake_2891.png,0
Fake faces/fake_2085.png,0
Real faces/real_3260.png,1
Fake faces/fake_8247.png,0
Fake faces/fake_2108.png,0
Fake faces/fake_5765.png,0
Real faces/real_3364.png,1
Fake faces/fake_4948.png,0
Fake faces/fake_7358.png,0
Real faces/real_6530.png,1
Real faces/real_9215.png,1
Fake faces/fake_982.png,0
Fake faces/fake_302.png,0
Fake faces/fake_9651.png,0
Real faces/real_6085.png,1
Fake faces/fake_1817.png,0
Fake faces/fake_540.png,0
Real faces/real_5565.png,1
Fake faces/fake_5979.png,0
Real faces/real_7372.png,1
Fake faces/fake_1752.png,0
Fake faces/fake_2025.png,0
Fake faces/fake_1199.png,0
Fake faces/fake_2161.png,0
Real faces/real_9813.png,1
Real faces/real_583.png,1
Fake faces/fake_883.png,0
Fake faces/fake_2642.png,0
Real faces/real_2513.png,1
Real faces/real_2803.png,1
Fake faces/fake_4541.png,0
Real faces/real_9758.png,1
Real faces/real_1909.png,1
Fake faces/fake_2038.png,0
Fake faces/fake_5801.png,0
Real faces/real_9516.png,1
Fake faces/fake_9667.png,0
Real faces/real_2005.png,1
Real faces/real_2769.png,1
Real faces/real_9701.png,1
Fake faces/fake_6713.png,0
Real faces/real_4656.png,1
Real faces/real_2774.png,1
Fake faces/fake_2289.png,0
Real faces/real_2535.png,1
Fake faces/fake_5089.png,0
Fake faces/fake_3897.png,0
Real faces/real_1759.png,1
Fake faces/fake_8837.png,0
Fake faces/fake_844.png,0
Fake faces/fake_3665.png,0
Real faces/real_8809.png,1
Real faces/real_2183.png,1
Fake faces/fake_1448.png,0
Real faces/real_4716.png,1
Fake faces/fake_3135.png,0
Real faces/real_6272.png,1
Fake faces/fake_7645.png,0
Fake faces/fake_8438.png,0
Fake faces/fake_7820.png,0
Real faces/real_8935.png,1
Fake faces/fake_3809.png,0
Fake faces/fake_5167.png,0
Fake faces/fake_525.png,0
Real faces/real_7604.png,1
Fake faces/fake_1967.png,0
Fake faces/fake_6183.png,0
Real faces/real_8534.png,1
Real faces/real_6391.png,1
Real faces/real_9030.png,1
Real faces/real_2581.png,1
Real faces/real_7398.png,1
Real faces/real_3206.png,1
Fake faces/fake_797.png,0
Fake faces/fake_3177.png,0
Fake faces/fake_5373.png,0
Fake faces/fake_369.png,0
Real faces/real_4822.png,1
Fake faces/fake_4884.png,0
Fake faces/fake_569.png,0
Real faces/real_2885.png,1
Fake faces/fake_2292.png,0
Fake faces/fake_6803.png,0
Fake faces/fake_9469.png,0
Real faces/real_7813.png,1
Fake faces/fake_3834.png,0
Real faces/real_380.png,1
Real faces/real_6572.png,1
Fake faces/fake_7242.png,0
Fake faces/fake_9416.png,0
Real faces/real_744.png,1
Real faces/real_1735.png,1
Real faces/real_2978.png,1
Real faces/real_2171.png,1
Real faces/real_2178.png,1
Real faces/real_2697.png,1
Fake faces/fake_4802.png,0
Real faces/real_4371.png,1
Fake faces/fake_4611.png,0
Fake faces/fake_404.png,0
Real faces/real_6361.png,1
Real faces/real_2641.png,1
Real faces/real_2522.png,1
Real faces/real_9994.png,1
Fake faces/fake_2655.png,0
Fake faces/fake_8926.png,0
Fake faces/fake_3646.png,0
Real faces/real_2174.png,1
Real faces/real_7489.png,1
Real faces/real_7577.png,1
Real faces/real_2887.png,1
Fake faces/fake_129.png,0
Real faces/real_2841.png,1
Real faces/real_3483.png,1
Real faces/real_26.png,1
Real faces/real_2959.png,1
Real faces/real_6062.png,1
Real faces/real_8133.png,1
Fake faces/fake_3818.png,0
Fake faces/fake_3468.png,0
Real faces/real_973.png,1
Real faces/real_7275.png,1
Fake faces/fake_6501.png,0
Fake faces/fake_6737.png,0
Real faces/real_9609.png,1
Fake faces/fake_9332.png,0
Fake faces/fake_1463.png,0
Real faces/real_5595.png,1
Real faces/real_1849.png,1
Fake faces/fake_2417.png,0
Real faces/real_5459.png,1
Fake faces/fake_1657.png,0
Real faces/real_9035.png,1
Fake faces/fake_4146.png,0
Real faces/real_8843.png,1
Fake faces/fake_6108.png,0
Fake faces/fake_6860.png,0
Real faces/real_1676.png,1
Fake faces/fake_7635.png,0
Real faces/real_8387.png,1
Fake faces/fake_481.png,0
Real faces/real_340.png,1
Fake faces/fake_1727.png,0
Real faces/real_3548.png,1
Real faces/real_3964.png,1
Fake faces/fake_7310.png,0
Fake faces/fake_200.png,0
Real faces/real_9221.png,1
Fake faces/fake_1384.png,0
Real faces/real_2475.png,1
Fake faces/fake_9606.png,0
Fake faces/fake_3937.png,0
Fake faces/fake_2993.png,0
Fake faces/fake_3934.png,0
Real faces/real_2033.png,1
Fake faces/fake_7229.png,0
Fake faces/fake_3034.png,0
Real faces/real_9424.png,1
Fake faces/fake_7977.png,0
Fake faces/fake_7451.png,0
Fake faces/fake_8096.png,0
Fake faces/fake_1555.png,0
Real faces/real_4764.png,1
Fake faces/fake_9505.png,0
Real faces/real_6958.png,1
Fake faces/fake_4004.png,0
Fake faces/fake_7960.png,0
Real faces/real_9360.png,1
Fake faces/fake_4485.png,0
Real faces/real_9408.png,1
Fake faces/fake_2422.png,0
Real faces/real_1362.png,1
Fake faces/fake_7329.png,0
Fake faces/fake_3836.png,0
Fake faces/fake_6556.png,0
Real faces/real_3762.png,1
Fake faces/fake_3694.png,0
Real faces/real_656.png,1
Real faces/real_1936.png,1
Real faces/real_9066.png,1
Fake faces/fake_7105.png,0
Real faces/real_650.png,1
Real faces/real_6172.png,1
Fake faces/fake_7313.png,0
Real faces/real_2818.png,1
Fake faces/fake_4851.png,0
Fake faces/fake_8900.png,0
Fake faces/fake_1229.png,0
Fake faces/fake_9956.png,0
Real faces/real_5094.png,1
Real faces/real_3408.png,1
Fake faces/fake_2561.png,0
Real faces/real_9956.png,1
Fake faces/fake_4926.png,0
Real faces/real_3218.png,1
Fake faces/fake_4732.png,0
Real faces/real_5307.png,1
Fake faces/fake_6189.png,0
Real faces/real_9269.png,1
Real faces/real_1915.png,1
Fake faces/fake_4257.png,0
Fake faces/fake_3499.png,0
Fake faces/fake_3472.png,0
Fake faces/fake_5179.png,0
Fake faces/fake_5234.png,0
Fake faces/fake_2572.png,0
Real faces/real_950.png,1
Fake faces/fake_572.png,0
Fake faces/fake_9333.png,0
Fake faces/fake_7013.png,0
Real faces/real_3277.png,1
Fake faces/fake_970.png,0
Real faces/real_9056.png,1
Fake faces/fake_1738.png,0
Real faces/real_1933.png,1
Real faces/real_1421.png,1
Fake faces/fake_2039.png,0
Fake faces/fake_4095.png,0
Fake faces/fake_2914.png,0
Fake faces/fake_6066.png,0
Real faces/real_657.png,1
Real faces/real_5513.png,1
Real faces/real_9694.png,1
Fake faces/fake_3294.png,0
Real faces/real_4914.png,1
Fake faces/fake_7600.png,0
Fake faces/fake_2631.png,0
Fake faces/fake_7768.png,0
Real faces/real_2628.png,1
Real faces/real_7127.png,1
Real faces/real_8025.png,1
Real faces/real_2402.png,1
Fake faces/fake_7079.png,0
Real faces/real_4900.png,1
Fake faces/fake_1437.png,0
Fake faces/fake_5574.png,0
Real faces/real_1380.png,1
Real faces/real_1066.png,1
Fake faces/fake_2504.png,0
Real faces/real_5347.png,1
Fake faces/fake_2387.png,0
Fake faces/fake_1014.png,0
Real faces/real_6632.png,1
Real faces/real_4969.png,1
Real faces/real_467.png,1
Fake faces/fake_488.png,0
Real faces/real_3719.png,1
Real faces/real_7378.png,1
Fake faces/fake_9690.png,0
Real faces/real_9980.png,1
Real faces/real_5516.png,1
Real faces/real_8176.png,1
Fake faces/fake_8663.png,0
Fake faces/fake_6104.png,0
Real faces/real_5597.png,1
Real faces/real_1513.png,1
Real faces/real_2501.png,1
Fake faces/fake_6715.png,0
Real faces/real_2730.png,1
Fake faces/fake_1407.png,0
Fake faces/fake_1772.png,0
Fake faces/fake_2285.png,0
Fake faces/fake_9804.png,0
